question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response,bleu,rougeL,answer_relevancy,faithfulness,context_precision,context_recall,summarization_score
16. Should I wear a mask to protect myself from catching the COVID-19 virus?,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely. WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks (see Advice on the use of masks). The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See basic protective measures against the new coronavirus for more information.",COVID19_FAQ,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely. WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks (see Advice on the use of masks). The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See basic protective measures against the new coronavirus for more information.",prevention,"You should wear a mask only if you have COVID-19 symptoms or are caring for someone who may have COVID-19. Masks are in short supply, so use them wisely. The best ways to protect yourself include frequent hand washing, covering your cough, and maintaining a distance of at least 1 meter (3 feet) from others. || To protect yourself from COVID-19, frequently clean your hands, cover your cough, and maintain a distance of at least 1 meter (3 feet) from those who are coughing or sneezing. || WHO advises the rational use of medical masks to prevent unnecessary wastage and misuse. || Wearing a mask can help protect against catching the COVID-19 virus. However, due to a worldwide shortage, the WHO advises using masks wisely. || Wearing a mask helps prevent the spread of COVID-19 by catching droplets from your mouth when you speak, cough, or breathe, reducing the risk of transmitting the virus to others.","Wearing a mask can help protect against catching COVID-19, but WHO advises rational use because masks are in short supply. You should wear a mask if you have COVID-19 symptoms or are caring for someone who may have COVID-19. Masks also help prevent spreading the virus by catching droplets when you speak, cough, or breathe. The best protections include frequent hand washing, covering your cough, and keeping at least 1 meter (3 feet) distance from others — and, given shortages, using medical masks wisely.",0.12624760531946827,0.23931623931623935,0.5478093093519562,1.0,0.9999999999,0.6666666666666666,0.6383435582822469
What may be a likely cause of sink-to-sink spreading of pathogens in the hospital setting?,via a common sanitary pipe,COVID-QA_MASTER,"Spread from the Sink to the Patient: In Situ Study Using Green Fluorescent Protein (GFP)-Expressing Escherichia coli To Model Bacterial Dispersion from Hand-Washing Sink-Trap Reservoirs https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5377511/ SHA: 615071c8c959f24857b1bad521cc432b59719bfb Authors: Kotay, Shireen; Chai, Weidong; Guilford, William; Barry, Katie; Mathers, Amy J. Date: 2017-03-31 DOI: 10.1128/aem.03327-16 License: cc-by Abstract: There have been an increasing number of reports implicating Gammaproteobacteria as often carrying genes of drug resistance from colonized sink traps to v",transmission,"A likely cause of sink-to-sink spreading of pathogens in the hospital setting is via a common sanitary pipe. || Sink-to-sink spreading of pathogens in a hospital setting may be caused by pressure differentials between contaminated effluent pipes, bathroom floor drains, and flushing toilets. || A likely cause of sink-to-sink spreading of pathogens in the hospital setting is poor infection control. || A likely cause of sink-to-sink spreading of pathogens in the hospital setting is the failure of health workers to wash hands, leading to autoinfection and infection of hospitalized patients. || A likely cause of sink-to-sink spreading of pathogens in the hospital setting is faecal-oral transmission.","Likely causes include: a common sanitary pipe; pressure differentials between contaminated effluent pipes, bathroom floor drains, and flushing toilets; poor infection control practices (including health workers failing to wash hands causing autoinfection and patient infection); and faecal-oral transmission.",0.04866005443800709,0.18181818181818182,0.3308864427491557,1.0,0.9999999999,1.0,0.24161073825507695
1. How does COVID-19 spread?,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.",COVID19_FAQ,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.",transmission,"COVID-19 spreads from person to person through small droplets from the nose or mouth when an infected person coughs or exhales. These droplets can land on surfaces, and others can contract the virus by touching these surfaces and then their eyes, nose, or mouth. It can also spread by breathing in droplets from an infected person. Maintaining a distance of more than 1 meter (3 feet) from sick individuals is important. || COVID-19 spreads mainly from person to person, particularly between close contacts (within about 6 feet). It is transmitted through respiratory droplets when an infected person talks, coughs, or sneezes. || COVID-19 spreads primarily from person to person through small droplets expelled from the nose or mouth when an infected person coughs, sneezes, or speaks. || COVID-19 spreads easily between people primarily through respiratory droplets when an infected person coughs, sneezes, or talks. It can also spread by touching surfaces or objects with the virus and then touching the mouth, nose, or eyes, though this is not considered the main transmission method. || COVID-19 is primarily spread from person to person through respiratory droplets when an infected person coughs or sneezes.","COVID-19 spreads mainly from person to person through respiratory droplets produced when an infected person coughs, sneezes, talks, breathes, or exhales. Transmission is most likely between close contacts (within about 1–2 meters / ~3–6 feet). Droplets can land on surfaces and infection can occur if someone touches those surfaces and then their eyes, nose, or mouth, though surface transmission is not considered the main way the virus spreads.",0.07883628873371668,0.27472527472527475,0.7489092597844764,0.8571428571428571,0.9999999999,1.0,0.6320132013201928
What role B-cell play in malaria infection and prevention?,"Rare memory B cells producing antibodies specific for the EBV fusion machinery have been isolated; these can neutralize both B cell and epithelial cell infection (20). A new paradigm in malaria vaccine development is also emerging with the discovery of IgM+ and IgD+ memory B cells targeting the Merozoite Surface Protein 1, that rapidly respond to malaria re-infection",COVID-QA_MASTER,"Techniques to Study Antigen-Specific B Cell Responses https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667631/ SHA: ee632fa425607e8ff91fc3730bc0782d43ce9c0c Authors: Boonyaratanakornkit, Jim; Taylor, Justin J. Date: 2019-07-24 DOI: 10.3389/fimmu.2019.01694 License: cc-by Abstract: Antibodies against foreign antigens are a critical component of the overall immune response and can facilitate pathogen clearance during a primary infection and also protect against subsequent infections. Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection. Sin",prevention,"B cells play a crucial role in malaria infection and prevention by producing antibodies. Recent findings highlight the importance of IgM+ and IgD+ memory B cells in targeting malaria, contributing to vaccine development. || B-cells play a crucial role in malaria infection by producing IgM+ and IgD+ memory B cells that target Merozoite Surface Protein 1, enabling a rapid response to malaria re-infection. || B-cells play a crucial role in the immune response, including the production of antibodies that can target malaria parasites. Understanding B-cell subsets and their functions can inform strategies for malaria prevention and treatment. || B-cells play a crucial role in the immune response to infections, including malaria, by producing antibodies. They are essential for developing effective vaccines and understanding immune responses. || B-cells that produce broadly neutralizing antibodies (bnAbs) are important in malaria infection and prevention as they can protect against diverse viral isolates. Understanding their developmental pathway is crucial for enhancing immune responses.","B cells are important in both malaria infection and prevention because they produce antibodies that target the parasite. Specific points from the provided sources: 

- B cells produce antibodies that can target malaria parasites and are essential to the immune response. 
- IgM+ and IgD+ memory B cells can target Merozoite Surface Protein 1 (MSP1), enabling a rapid response to malaria re‑infection. 
- B cells that produce broadly neutralizing antibodies (bnAbs) can protect against diverse isolates, and understanding their developmental pathways is important for enhancing immune protection. 

Understanding B‑cell subsets and their functions informs vaccine development and other prevention or treatment strategies.",0.1069269038092424,0.275,0.866891434394073,1.0,0.9999999999,0.5,8.393286066166183e-14
How do I know if a respirator is falsely advertising NIOSH-approval?,"When NIOSH becomes aware of counterfeit respirators or those misrepresenting NIOSH approval on the market, these respirators are posted on the Counterfeit Respirators / Misrepresentation of NIOSH-Approval webpage to alert users, purchasers, and manufacturers.",COUGH_FAQ_BANK,"When NIOSH becomes aware of counterfeit respirators or those misrepresenting NIOSH approval on the market, these respirators are posted on the Counterfeit Respirators / Misrepresentation of NIOSH-Approval webpage to alert users, purchasers, and manufacturers.",myths,"To determine if a respirator is falsely advertising NIOSH-approval, verify the product's certification on the NIOSH website or check for proper labeling that indicates compliance with NIOSH standards. || Upper respiratory tract specimens may have lower viral loads and a higher risk of false negatives, particularly in mild cases of MERS, SARS, and likely 2019-nCoV. || To determine if a respirator is falsely advertising NIOSH-approval, verify that it meets NIOSH standards for respiratory protection. || To determine if a respirator is falsely advertising NIOSH-approval, verify that it meets the specific standards set by NIOSH for respiratory protection. || To determine if a respirator is falsely advertising NIOSH-approval, verify its certification through the NIOSH website or check for proper labeling.","Verify the respirator’s NIOSH approval by either: (1) checking the product’s certification on the NIOSH website, or (2) checking for proper labeling that indicates it meets NIOSH standards for respiratory protection. If those cannot be confirmed, I do not have enough information to determine whether it’s falsely advertising approval.",0.0,0.1627906976744186,0.0,0.6666666666666666,0.0,0.0,1.9301227283108346e-13
13. Are antibiotics effective in preventing or treating COVID-19?,"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes) appear to develop serious illness more often than others.",COVID19_FAQ,"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes) appear to develop serious illness more often than others.",prevention,"Antibiotics are not effective in preventing or treating COVID-19. || Antibiotics are not effective in preventing or treating COVID-19. The drug of choice for treating COVID-19 is Remdesivir, while Chloroquine may be used for large-scale use due to its availability and safety record. || Antibiotics are not effective in preventing or treating COVID-19. Effective prevention methods include hand hygiene, safe cough practices, and social distancing. || Antibiotics are not effective in preventing or treating COVID-19. || Antibiotics are not effective in preventing or treating COVID-19. Treatments being studied include antivirals, interferon atomization, darunavir and cobicistat, arbidol, and remdesivir.","No. According to the provided sources, antibiotics are not effective in preventing or treating COVID-19. The context notes that treatments being studied include antivirals (for example remdesivir) and other drugs such as chloroquine, interferon atomization, darunavir/cobicistat, and arbidol.",0.0,0.12345679012345678,0.9033031797953517,1.0,0.0,0.0,1.8934853684982045e-13
What type of pertussis vaccine has been recently recommended by the WHO?,whole cell pertussis vaccines,COVID-QA_MASTER,"Population-Based Pertussis Incidence and Risk Factors in Infants Less Than 6 Months in Nepal https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5907881/ SHA: ef821e34873d4752ecae41cd9dfc08a5e6db45e2 Authors: Hughes, Michelle M; Englund, Janet A; Kuypers, Jane; Tielsch, James M; Khatry, Subarna K; Shrestha, Laxman; LeClerq, Steven C; Steinhoff, Mark; Katz, Joanne Date: 2017-03-01 DOI: 10.1093/jpids/piw079 License: cc-by Abstract: BACKGROUND: Pertussis is estimated to cause 2 percent of childhood deaths globally and is a growing public health problem in developed countries despite high vaccination",vaccination,"The retrieved context does not contain relevant information regarding the type of pertussis vaccine recently recommended by the WHO. || The WHO recommends postponing all vaccination in schools and mass campaigns during the COVID-19 pandemic. || The WHO has recently recommended early immunizations for babies and toddlers, particularly for protection against infections like pertussis. || The WHO recommends starting the pertussis vaccine at 2 months, with additional doses at 4 and 6 months to protect younger babies from whooping cough. || The retrieved context does not contain relevant information regarding the type of pertussis vaccine recently recommended by the WHO.","I do not have enough information to answer this question. The provided context notes WHO recommends starting pertussis vaccination at 2 months (with additional doses at 4 and 6 months) and advises early immunizations for babies and toddlers, but it does not state which type of pertussis vaccine has been recommended.",0.0,0.03636363636363636,0.0,1.0,0.0,0.0,0.23406040268460843
4. Can the virus that causes COVID-19 be transmitted through the air?,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.,COVID19_FAQ,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.,transmission,"The virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets, not through the air. || The virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets, not primarily through the air. || The COVID-19 virus spreads through droplets emitted by an infected person during coughs or sneezes, as well as smaller viral particles that can remain airborne for several hours. || The COVID-19 virus can be transmitted through the air when infected individuals breathe out, cough, sneeze, or speak, releasing droplets that may contain the virus. || Yes, the COVID-19 virus can be transmitted through the air. A study indicates that an infected person speaking loudly for one minute can produce at least 1,000 virus-containing droplets.","Based only on the provided context: the sources conflict. Sources 1 and 2 say the virus is mainly transmitted via respiratory droplets and not through (or not primarily through) the air. Sources 3–5 say airborne transmission can occur—stating smaller viral particles can remain airborne for hours, that breathing/coughing/speaking can release infectious droplets, and that speaking loudly can produce many virus-containing droplets. So, according to the context you gave, yes—some sources state the virus can be transmitted through the air, while others emphasize droplet/contact transmission as the main route.",0.0,0.16806722689075632,0.0,0.8888888888888888,0.0,1.0,0.2500000000003289
What causes Q fever?,Coxiella burnetii (C. burnetii),COVID-QA_MASTER,"A super-spreading ewe infects hundreds with Q fever at a farmers' market in Germany https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1618839/ SHA: ee1b5a9618dcc4080ed100486cedd0969e80fa4d Authors: Porten, Klaudia; Rissland, Jürgen; Tigges, Almira; Broll, Susanne; Hopp, Wilfried; Lunemann, Mechthild; van Treeck, Ulrich; Kimmig, Peter; Brockmann, Stefan O; Wagner-Wiening, Christiane; Hellenbrand, Wiebke; Buchholz, Udo Date: 2006-10-06 DOI: 10.1186/1471-2334-6-147 License: cc-by Abstract: BACKGROUND: In May 2003 the Soest County Health Department was informed of an unusually large number of patie",symptoms,"Q fever is caused by the bacterium Coxiella burnetii, typically found in livestock and transmitted to humans through inhalation of contaminated aerosols or contact with infected animals or their products. || Q fever is caused by the bacterium Coxiella burnetii, which is often transmitted through inhalation of contaminated aerosols from infected animals, particularly livestock. || Q fever is caused by the bacterium Coxiella burnetii. || The retrieved context does not contain relevant information about Q fever. Q fever is caused by the bacterium Coxiella burnetii, typically transmitted through inhalation of contaminated aerosols or contact with infected animals or their products. || Q fever is caused by the bacterium Coxiella burnetii, which is typically transmitted to humans from animals, particularly livestock.",Q fever is caused by the bacterium Coxiella burnetii. It is typically transmitted to humans from infected animals—particularly livestock—often via inhalation of contaminated aerosols or contact with infected animals or their products.,0.0,0.10526315789473684,0.8319893645594735,1.0,0.9999999999,1.0,0.3036912751678182
"What measures will be taken to ensure adequate physical distancing is maintained during fire drills, false alarms, or actual emergencies in DND/CAF facilities?","In the event of a fire or building evacuation (drills, alarms or otherwise) all staircases may be used in the down direction to permit personnel to exit the building quickly and in an orderly fashion. Personnel are encouraged to maintain the two-metre physical distancing if possible and only if it does not impede safe evacuation.",COUGH_FAQ_BANK,"In the event of a fire or building evacuation (drills, alarms or otherwise) all staircases may be used in the down direction to permit personnel to exit the building quickly and in an orderly fashion. Personnel are encouraged to maintain the two-metre physical distancing if possible and only if it does not impede safe evacuation.",myths,"During fire drills, false alarms, or actual emergencies in DND/CAF facilities, all staircases may be used for quick and orderly evacuation. Personnel are encouraged to maintain a two-metre physical distance if possible. || Measures will be taken to maintain physical distancing during fire drills, false alarms, or actual emergencies in DND/CAF facilities, if possible, without impeding safe evacuation. || To ensure adequate physical distancing during fire drills, false alarms, or emergencies in DND/CAF facilities, non-medical masks will be issued to all members when physical distancing cannot be maintained. Additionally, all staff, instructors, and students will be trained on the response plan for outbreaks. || Measures to ensure adequate physical distancing during fire drills, false alarms, or actual emergencies in DND/CAF facilities include protocols implemented at all Defence Establishments. || Measures will include guidance for L1s and Commands on cubicle occupancy and ensuring that washrooms are primarily single occupancy to maintain physical distancing during fire drills, false alarms, or actual emergencies in DND/CAF facilities.","Measures described in the context to maintain adequate physical distancing during fire drills, false alarms, or actual emergencies in DND/CAF facilities include:

- Use of all staircases for quick and orderly evacuation, with personnel encouraged to maintain a two-metre physical distance if possible.
- Implementation of measures/protocols at Defence Establishments to maintain physical distancing where possible without impeding safe evacuation. 
- Issuing non-medical masks to all members when physical distancing cannot be maintained. 
- Training staff, instructors, and students on the outbreak response plan. 
- Guidance for L1s and Commands on cubicle occupancy and making washrooms primarily single-occupancy to help maintain distancing.",0.0,0.2658227848101266,0.8960949097908651,1.0,0.9999999999,1.0,0.40000000000015107
"I tested positive 2 weeks ago, was feeling better but now my symptoms are worsening, is this normal? What should I do?","It is not unusual for symptoms to worsen the second or third week after improving or going away. If you develop any of these emergency warning signs for the disease, you should seek medical attention immediately: Trouble breathing Persistent pain or pressure in the chest New confusion or inability to arouse Bluish lips or face Call 911 if you have a medical emergency. Notify the operator that you have or think you might have COVID-19. If possible, put on a mask or cloth face covering before medical help arrives.",COUGH_FAQ_BANK,"It is not unusual for symptoms to worsen the second or third week after improving or going away. If you develop any of these emergency warning signs for the disease, you should seek medical attention immediately: Trouble breathing Persistent pain or pressure in the chest New confusion or inability to arouse Bluish lips or face Call 911 if you have a medical emergency. Notify the operator that you have or think you might have COVID-19. If possible, put on a mask or cloth face covering before medical help arrives.",symptoms,"It is not unusual for symptoms to worsen 2-3 weeks after initially improving. Seek medical attention immediately if you experience trouble breathing or persistent pain or pressure in the chest. || If you experience persistent pain or pressure in the chest, new confusion, or inability to arouse, call 911 and inform them of your COVID-19 status. If possible, wear a mask before help arrives. || If it's been at least 10 days since your symptoms started and you've had no fever for at least 24 hours with improving symptoms, you can stop isolating. However, worsening symptoms after initially feeling better may require further evaluation. || If your symptoms worsen or you develop new symptoms, call your doctor immediately. Monitor your condition closely during isolation and seek medical advice if you don't see improvement. || Patients with severe illness may need to isolate for up to 20 days after symptoms start. If your symptoms are worsening, it is advisable to consult a healthcare professional.","It can be normal — symptoms sometimes worsen again 2–3 weeks after initially improving. Because yours are now worsening after 2 weeks, monitor closely and contact a healthcare professional. Specifically:

- Call your doctor immediately if your symptoms worsen or you develop new symptoms.
- Seek medical attention right away if you have trouble breathing or persistent pain or pressure in the chest.
- Call 911 if you have persistent chest pain or pressure, new confusion, or inability to arouse; tell dispatch you have COVID-19 and, if possible, wear a mask while help is en route.
- Note on isolation: guidance allows stopping isolation after at least 10 days from symptom start and at least 24 hours fever-free with improving symptoms, but worsening symptoms may require further evaluation. Patients with severe illness may need to isolate up to 20 days.

If you want, I can help you list symptoms to report to your doctor or decide whether to call emergency services now.",0.09089784925817725,0.28,0.0,0.8333333333333334,0.9999999999,1.0,0.4444444444445412
Does AHCCCS have a centralized resource for members who have general questions or are experiencing flu-like symptoms?,"Yes. AHCCCS has created a web page to address Medicaid-related questions from providers and contractors about COVID-19 at azahcccs.gov/AHCCCS/AboutUs/covid19. For ACC Health Plan members experiencing symptoms: Call the 24-hour Nurse Line for your Health Plan. The Health Plans’ 24/7 Nurse Line numbers are posted on the AHCCCS COVID-19 web page. For FFS Members, including those enrolled in the American Indian Health Program (AIHP), Tribal ALTCS, or a Tribal Regional Behavioral Health Authority (TRBHA): Please contact the nearest American Indian Medical Home (AIMH) 24-hour Nurse Line, your doctor, or the nearest IHS/638 facility. The AIMH Nurse Line phone numbers are posted on the AHCCCS COVID-19 web page.",COUGH_FAQ_BANK,"Yes. AHCCCS has created a web page to address Medicaid-related questions from providers and contractors about COVID-19 at azahcccs.gov/AHCCCS/AboutUs/covid19. For ACC Health Plan members experiencing symptoms: Call the 24-hour Nurse Line for your Health Plan. The Health Plans’ 24/7 Nurse Line numbers are posted on the AHCCCS COVID-19 web page. For FFS Members, including those enrolled in the American Indian Health Program (AIHP), Tribal ALTCS, or a Tribal Regional Behavioral Health Authority (TRBHA): Please contact the nearest American Indian Medical Home (AIMH) 24-hour Nurse Line, your doctor, or the nearest IHS/638 facility. The AIMH Nurse Line phone numbers are posted on the AHCCCS COVID-19 web page.",symptoms,"Yes, AHCCCS has a web page for Medicaid-related questions about COVID-19 at azahcccs.gov/AHCCCS/AboutUs/covid19. || AHCCCS provides a 24-hour Nurse Line for members experiencing flu-like symptoms. The Nurse Line numbers are available on the AHCCCS COVID-19 web page. || AHCCCS provides a centralized resource for members with general questions or flu-like symptoms through the AIMH Nurse Line, with phone numbers available on the AHCCCS COVID-19 web page. || AHCCCS members, including those in the American Indian Health Program, can contact the nearest American Indian Medical Home 24-hour Nurse Line, their doctor, or the nearest IHS/638 facility for general questions or flu-like symptoms. || AHCCCS has a centralized resource for medical coding related to COVID-19, including a COVID-19 Medical Coding Information section and guidance.","Yes. AHCCCS provides a centralized resource for members with general questions or flu‑like symptoms via 24‑hour Nurse Lines (including the AIMH Nurse Line); the Nurse Line phone numbers are listed on the AHCCCS COVID‑19 web page. American Indian members can also contact their nearest American Indian Medical Home 24‑hour Nurse Line, their doctor, or the nearest IHS/638 facility.",0.11955849206755198,0.4530386740331492,0.9335417757602468,1.0,0.9999999999,0.6,0.45536828963799003
Can primary care physicians and pediatricians outreach to their patients to provide preventive medicine counseling via telehealth (including telephonic) during the COVID-19 emergency?,"Yes, providers are encouraged to outreach to patients to ensure their care needs are being met during the emergency. Information on what billing codes can be used for preventive medicine counseling are listed on the Medical Coding Resource web page.",COUGH_FAQ_BANK,"Yes, providers are encouraged to outreach to patients to ensure their care needs are being met during the emergency. Information on what billing codes can be used for preventive medicine counseling are listed on the Medical Coding Resource web page.",prevention,"Primary care physicians and pediatricians can provide preventive medicine counseling via telehealth, including telephonic outreach, during the COVID-19 emergency. || Primary care physicians and pediatricians can provide preventive medicine counseling via telehealth during the COVID-19 emergency. Effective prevention methods include hand hygiene, safe cough practices, and social distancing. || Primary care physicians and pediatricians can provide preventive medicine counseling via telehealth, including telephonic outreach, during the COVID-19 emergency. || Primary care physicians and pediatricians can utilize existing surveillance systems to provide preventive medicine counseling via telehealth during the COVID-19 emergency. || Primary care physicians and pediatricians can provide preventive medicine counseling via telehealth during the COVID-19 emergency.","Yes. The provided context states that primary care physicians and pediatricians can provide preventive medicine counseling via telehealth, including telephonic outreach, during the COVID-19 emergency.",0.0,0.2121212121212121,0.8410930919960903,1.0,0.9999999999,0.5,0.34839357429735
How many surgical masks or respirators have past studies projected will be required for a pandemic in the United States?,an estimated 7.3 billion,COVID-QA_MASTER,"Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus Lessons From Previous Epidemics https://jamanetwork.com/journals/jama/fullarticle/2761285 February 11, 2020 David L. Swerdlow, MD1; Lyn Finelli, DrPH, MS2 Author Affiliations Article Information JAMA. 2020;323(12):1129-1130. doi:10.1001/jama.2020.1960 COVID-19 Resource Center related articles icon Related Articles author interview icon Interviews Audio Interview (25:53) COVID-19 Update From China Transmissibility and severity are the 2 most critical factors that determine the effect of an epidemic. Neither the 2009 pande",prevention,"Past studies have projected that approximately 7.3 billion surgical masks or respirators will be required for a pandemic in the United States. || Past studies have projected that 35,000 to 60,000 surgical masks or respirators will be required for a pandemic in the United States. || Past studies have modeled the preparedness for a severe, single-wave pandemic in the United States, particularly following the identification of the H7N9 influenza virus in 2013. However, specific projections for the number of surgical masks or respirators required were not detailed in the retrieved context. || The retrieved context does not provide information about the number of surgical masks or respirators projected for a pandemic in the United States. || Past studies have projected that millions of surgical masks and respirators will be required for a pandemic in the United States.","Past studies report widely differing projections. The retrieved context includes: ~7.3 billion surgical masks/respirators (Source 1); 35,000–60,000 (Source 2); and a general statement of “millions” (Source 5). Sources 3 and 4 did not provide specific projections.",0.0,0.13043478260869565,0.0,1.0,0.9999999999,1.0,0.2808333333333699
What about face covers for those who are hearing impaired and rely on reading lips to communicate?,"The National Association of the deaf offers suggestions to aid communication for the deaf or hard of hearing. Some alternatives for persons with hearing loss include using print-outs, a dry-erase board, or pen and paper to communicate; apps like Google LiveTranscribe; or FaceTime/video calls where you ask the doctor to go to their office where they can safely remove their mask and talk with you via videophone, or have them text/email.",COUGH_FAQ_BANK,"The National Association of the deaf offers suggestions to aid communication for the deaf or hard of hearing. Some alternatives for persons with hearing loss include using print-outs, a dry-erase board, or pen and paper to communicate; apps like Google LiveTranscribe; or FaceTime/video calls where you ask the doctor to go to their office where they can safely remove their mask and talk with you via videophone, or have them text/email.",transmission,"Face covers can hinder communication for those who are hearing impaired and rely on reading lips. The National Association of the Deaf suggests alternatives such as print-outs, dry-erase boards, pen and paper, apps like Google LiveTranscribe, or video calls for effective communication. || Face covers can hinder communication for those who are hearing impaired and rely on reading lips. Alternatives include using LiveTranscribe, FaceTime, or video calls, where the doctor can safely remove their mask to facilitate communication. Text or email can also be used. || People who are deaf or hard of hearing rely on lipreading for communication. Cloth face coverings hinder this, necessitating alternative communication strategies. || For those who are hard of hearing and rely on lip reading, using a clear face mask is recommended. If a clear mask is unavailable, consider using written communication or staying in quieter areas for better communication. || Use a clear mask when interacting with someone who is deaf or hard of hearing, as typical masks obstruct lip reading. Clear masks allow them to see your lips for better communication.","Typical cloth or other face covers do hinder communication for people who are deaf or hard of hearing who rely on lipreading. Options given in the provided sources: use a clear (transparent) mask so lips remain visible; if a clear mask isn’t available, use written communication (print-outs, pen and paper, dry‑erase boards), move to a quieter area, or use text/email. Technology alternatives include apps such as Google LiveTranscribe (or LiveTranscribe), FaceTime or other video calls (where the speaker can safely remove their mask to show their lips), and other video/text options. The National Association of the Deaf suggests these sorts of alternatives.",0.1389285495991353,0.31868131868131866,0.7963997342983046,1.0,0.9999999999,1.0,0.37500000000011413
